source,target,tgt_lng 
A Primer on LT4180 VRS Operation,LT4180虚拟远端检测工作原理入门,
Design Guidelines for LT4180 VRS Circuits,LT4180虚拟远端检测电路设计指南,
LT1480,LT1480,
cold cathode fluorescent tubes,冷阴极荧光灯管,
Electroluminescent backlights,电致发光背光源,
notebook manufacturers,笔记本电脑制造商,
Figure 3.12,图3.12,
Figure 3.13,图3.13,
LT1121 Input Current,LT1121输入电流,
common-mode noise,共模噪声,
Figure 33.77,图33.77,
Pulse Response for the X1000 Differential Amplifier,X1000差分放大器的脉冲响应,
Figure 33.78,图33.78,
Gain vs Bandwidth for the X1000 Differential Amplifier,X1000差分放大器的增益带宽关系,
Figure 33.79,图33.79,
Response of X1000 Amplifier with Bandwidth Crossover Points Properly Adjusted,带宽交越点经适当调整后的X1000放大器响应,
Thermocouple lines,热电偶线路,
Figure 30.11,图30.11,
IC bias currents,集成电路偏置电流,
Figure 5.9,图5.9,
Q10,Q10,
Duty Cycle vs VC Voltage,占空比与VC电压关系,
Noise Test Setup,噪声测试设置,
Single Rail Powered Amplifier,单电源供电放大器,
ClockOutput,时钟输出,
V(cid:1) Pin,V(cid:1)引脚,
Amplifier Bootstrapped Supply Start-Up,放大器自举电源启动,
Amplifier Internal Clock,放大器内部时钟,
5th Vertical Division,第五垂直分度,
Bias voltage,偏置电压,
current sense circuits,电流检测电路,
2716,2716,
8-bit DAC,8位数模转换器,
74C122,74C122,
20ms delay,20毫秒延迟,
6ms pulse width,6毫秒脉冲宽度,
cold-junction compensation,冷端补偿,
differential/isolation techniques,差分/隔离技术,
linearization,线性化,
Processor-based linearization,基于处理器的线性化,
Linear’s switched-capacitor filters,凌力尔特公司的开关电容滤波器,
clip-on current probes,夹式电流探头,
Ohm,欧姆,
current shunts,电流分流器,
LT1074 circuits,LT1074电路,
Hall Stabilized,霍尔稳定型,
configuration 1,配置1,
image nulling,镜像抑制,
configuration 2,配置2,
configuration 3,配置3,
Measurement Setup for Configuration 3,配置3的测量设置,
Figure 19.10,图19.10,
interrupt service routine,中断服务程序,
Figure 19.11,图19.11,
64 channel concept,64通道方案,
74HC138,74HC138,
address decoders,地址译码器,
SPI interface,SPI接口,
analog multiplexing,模拟多路复用,
Amplitude Level Control Response,幅度电平控制响应,
Abrupt Reference Changes,阶跃参考变化,
Amplitude Level Control Output,幅度电平控制输出,
Input Step Change,输入阶跃变化,
Slow Loop Compensation,慢速环路补偿,
RMS Amplitude Level Control,均方根幅度电平控制,
Gain Control Loop,增益控制环路,
A1-A3,A1–A3,
Variable Gain,可变增益,
A5 Gain Control Amplifier,A5增益控制放大器,
Amplitude Stabilization Loop,幅度稳定环路,
Variable Reference,可变参考,
Calibrated RMS Output Amplitude,校准的均方根输出幅度,
Input Waveshape,输入波形,
CT-Originated Feedforward Path,CT起源的前馈路径,
Pulse Stretchers,脉冲展宽器,
3.9GHz Bandpass,3.9 GHz带通,
Pulse Stretcher Waveforms,脉冲展宽器波形,
650ps Output Rise and Delay Times,650皮秒输出上升和延迟时间,
Nonlinear Loading,非线性负载,
Input Transition Aberration,输入跳变畸变,
Trace Granularity,波形粒度,
100mVP-P,100毫伏峰峰值,
BNC Cable Connections,BNC电缆连接,
Terminations,端接,
Low Noise Characteristics,低噪声特性,
switching regulator noise,开关稳压器噪声,
observed noise versus measurement bandwidth,观测噪声与测量带宽,
triggering oscilloscopes,示波器触发,
invasively probing the circuit,侵入式电路探测,
Nominal Diode Clamp Voltage,标称二极管钳位电压,
IC Breakdown Limit,集成电路击穿限值,
Voltage Step-Up/Step-Down Converters,升压/降压转换器,
Diode Clamps,二极管钳位,
Switch Pin Voltage Excursion,开关引脚电压过冲,
clamping voltage,钳位电压,
22 mF,22毫法,
AVX TPS,AVX TPS,
tantalum capacitor,钽电容器,
Table 1.2,表1.2,
Peak Voltages of Waveforms,波形峰值电压,
CAPACITOR TYPE,电容器类型,
VIN PEAK,VIN峰值电压,
30V TVS,30伏瞬态电压抑制器,
10Hz to 10kHz Bandpass,10 Hz至10 kHz带通,
Small Sinusoidal Input Current Variations,小幅正弦输入电流变化,
High Frequency Content,高频成分,
"Probing and connection techniques for low level, wideband signal integrity",低电平、宽带信号完整性探测与连接技术,
Figures 8.20 to 8.23,图8.20至图8.23,
Figure 8.3,图8.3,
block diagram,框图,
battery stacks,电池组,
Peak Switch Current,峰值开关电流,
Switch ‘‘On’’ Resistance,开关导通电阻,
Serially Interfaced Settling Time Breadboard Signal Path Detail,串行接口建立时间面包板信号路径细节,
DAC Board,DAC板,
Input Pulse Originated Radiation,输入脉冲引发的辐射,
Sampling ‘‘Switch’’,采样‘开关’,
V(cid:4) Referred Die Backside,以V(cid:4)为参考的芯片背面,
Radiative Coupling,辐射耦合,
Switch Drive Feedthrough,开关驱动馈通,
Switch Drive Level Shift-Current Source,开关驱动电平移位-电流源,
Digital Section Radiation,数字部分辐射,
SMA Connector,SMA连接器,
Test and Calibration Signal Connection,测试与校准信号连接,
inductor manufacturer,电感器制造商,
page 137,第137页,
A gentle guide for the trepidatious,致怯懦者的温和指南,
overvoltage crowbar,过压撬棍电路,
C H A P TE R 1 8,第18章,
Section 4,第4节,
Parasitic capacitance effects,寄生电容效应,
resonating current spikes,谐振电流尖峰,
leading edge,上升沿,
"High efficiency, high density",高效率、高功率密度,
PolyPhase architecture,多相架构,
LTC1629-based,基于LTC1629的,
6-phase 90A power converter,6相90A电源转换器,
ripple currents,纹波电流,
Amplitude vs Frequency,幅度-频率关系,
Random Noise Generator,随机噪声发生器,
NC103 Diode,NC103二极管,
Even Noise Spectrum Distribution,均匀噪声频谱分布,
Sweep Time,扫描时间,
2.8 Minutes,2.8分钟,
Resolution Bandwidth,分辨率带宽,
Instrumentation circuitry,仪器仪表电路,
RMS-to-DC converters,真有效值转直流转换器,
Figure 3-4,图3-4,
test point,测试点,
Scope System Bandwidth,示波器系统带宽,
350MHz System Bandwidth Scope,350 MHz系统带宽示波器,
Discrete Linear Regulator,分立线性稳压器,
COMP Pin,COMP引脚,
Load Capacitance,负载电容,
Remote Sense Sample Rate,远端检测采样率,
CMOS LTC1044,CMOS LTC1044,
bipolar positive-to-negative converter,双极性正负电压转换器,
Single Supply Bridge Amplifier with Common Mode Suppression,单电源电桥放大器（带共模抑制）,
Note 12,注释 12,
Selection criteria for linear regulators,线性稳压器选型标准,
CHAP TER 8,第 8 章,
inverting buck-boost converter,反相升降压变换器,
20V turn-on spike,20V导通尖峰,
40V flyback mode output,40V反激模式输出,
65V limit,65V限值,
diode turn-on spikes,二极管导通尖峰,
laser’s forward junction drop,激光器正向结压降,
Conceptual Laser Current Source is Deceptively Simple,概念性激光器电流源看似简单,
Practical System Issues and Laser Vulnerability Necessitate Careful Design,实际系统问题与激光器脆弱性要求精心设计,
A compendium of pleasant current events,愉快电流事件汇编,
Susan Cooper,苏珊·库珀,
Gary Alexander,加里·亚历山大,
Jonathan Simpson,乔纳森·辛普森,
Naomi Robertson,娜奥米·罗伯逊,
Pauline Wilkinson,宝琳·威尔金森,
John Hamburger,约翰·汉堡,
AC carrier approach,交流载波方法,
chopper-stabilized instrumentation amplifier,斩波稳零仪表放大器,
NoLoad,空载,
2mA Loading,2mA负载,
Low Impedance Contact (Z Lead),低阻抗接触（Z导线）,
Excess Inductance,附加电感,
LT111,LT111,
fOSC,振荡频率,
"R, C Oscillator",RC振荡器,
Bipolar W5V Output Swing,双极性±5 V输出摆幅,
Noise Measurement Instrumentation,噪声测量仪器设备,
Low Noise Wideband Amplifier,低噪声宽带放大器,
10mA Noise Floor,10 mA噪声底,
Current Loop,电流环路,
100mA Input,100 mA输入,
Input Stimulus,输入激励,
Calibrated Measurement,校准测量,
Gain Near Noise Floor,接近噪声底的增益,
10mA Input Pulse,10 mA输入脉冲,
Regulator Input,稳压器输入,
High Frequency Losses,高频损耗,
Spike Amplitude,尖峰幅度,
Higher Gain Version,更高增益版本,
900mV Spike Amplitude,900毫伏尖峰幅度,
Instrumentation Noise Floor,仪器噪声基底,
Trace Baseline Thickening,波形基线增粗,
Grounding Oscilloscope Input,示波器输入接地,
Measurement Point,测量点,
Figure 12,图12,
Common Mode Corruption,共模干扰,
switching regulator residue,开关稳压器残余,
linear regulator outputs,线性稳压器输出,
C H APT ER 2,第2章,
Magnetic Based Inverters,磁性逆变器,
RC Averaging Errors,RC平均误差,
LTC Application Note 13,凌力尔特应用笔记13,
Voltage Gain vs Frequency,电压增益与频率关系,
Current Feedback Amplifier,电流反馈放大器,
Conventional Voltage Amplifier,传统电压放大器,
The Wien bridge,惠斯通电桥,
Reference 19,参考文献19,
References 20 through 24 and 46,参考文献20至24及46,
General Electric Transistor Manual,通用电气晶体管手册,
G.E.,通用电气公司,
Hewlett-Packard 3400A RMS Voltmeter,惠普3400A真有效值电压表,
1120A FET probe,1120A场效应晶体管探头,
Tektronix P6042 current probe,泰克P6042电流探头,
RF Pickup,射频拾取,
Simple Trigger Probe,简易触发探头,
Board Level Ground Loops,板级接地环路,
Ringing Response,振铃响应,
Misadjusted Termination,失调端接,
Inadequate Damping,阻尼不足,
Properly Adjusted Termination,正确调整的端接,
Small Amplitude Penalty,小幅值代价,
avalanche photodiode,雪崩光电二极管,
LTC Application Note 74,凌力尔特应用笔记74,
collector voltage adjustment,集电极电压调节,
David Beebe,大卫·比布,
Settling Time Amplifier Construction,建立时间放大器结构,
5 Nanoseconds,5纳秒,
Ring-Off,振铃衰减,
Source-Termination Impedance Mismatch,源端接阻抗失配,
Clean Step,干净阶跃信号,
Test Settling Time Circuit,测试建立时间电路,
DC/DC mModule regulator systems,DC/DC mModule稳压器系统,
KVD Buffer,KVD缓冲器,
Floating Microvolt Null Detector,浮动微伏零点检测器,
Figure 1-16A,图1-16A,
15MHz scope,15 MHz示波器,
ringing aberrations,振铃畸变,
Figs 1-16B and C,图1-16B和图1-16C,
50MHz scopes,50 MHz示波器,
100MHz scopes,100 MHz示波器,
probe-DUT interface,探头-被测器件接口,
step function,阶跃函数,
ringing oscillation,振铃振荡,
Figure 5.17,图5.17,
AC/DC Converter,交流/直流转换器,
SCR-Based Configurations,晶闸管型配置,
Feedback Directed,反馈导向,
AC Line Synchronized Trigger Phase,交流线路同步触发相位,
SCR Turn-On,晶闸管导通,
DC Output,直流输出,
Isolated Line Monitor,隔离式线路监测器,
Transformer Parasitics,变压器寄生参数,
LDONoise Measurement Bench Setup,LDO噪声测量台架设置,
Noise Filter Circuitry,噪声滤波电路,
LDO Under Test,待测LDO,
D-Cells,D型电池,
Filter Circuit Test Box,滤波电路测试盒,
Triboelectric Based Errors,摩擦电效应误差,
Performance verification,性能验证,
DAC Output Full-Scale Slew Characteristics,DAC输出满量程压摆特性,
High Resolution Settling Detail After a Full-Scale Step,满量程阶跃后的高分辨率稳定细节,
1400 Milliseconds,1400毫秒,
5mV,5 mV,
Small Step Settling Time,小阶跃稳定时间,
100 Milliseconds,100毫秒,
500mV Transition,500 mV跳变,
Figure 22.8,图22.8,
Summarized Specifications for the 20-Bit DAC,20位DAC的汇总规格,
Noise Filter Test Box,噪声滤波器测试盒,
BNCFittings,BNC接头,
Feedback Division,反馈分压,
Chopper Stabilized Output Amplifier,斩波稳定输出放大器,
Bipolar DAC Output,双极性DAC输出,
Bandwidth Verification Test Setup,带宽验证测试设置,
Wideband Signal Integrity,宽带信号完整性,
Subnanosecond Pulse Generator,亚纳秒脉冲发生器,
Wideband Attenuator,宽带衰减器,
Fast Step,快速阶跃,
Oscilloscope Display,示波器显示,
3.5ns Rise Time,3.5 ns上升时间,
Baseline Noise,基线噪声,
Amplifier’s 50W Input Noise Floor,放大器50 Ω输入噪声底,
Output Switching Noise,输出开关噪声,
100MHz Bandpass,100 MHz带通,
10MHz Loop Oscillations,10兆赫环路振荡,
Figure 6.3,图6.3,
grounded source,接地源,
bipolar supplies,双极性电源,
bipolar output,双极性输出,
Gary Vaughn,加里·沃恩,
Jerrold R. Zacharias,杰罗尔德·R·扎卡赖亚斯,
M.I.T.,麻省理工学院,
capacitor ESR,电容等效串联电阻,
load current,负载电流,
compensation network,补偿网络,
Sub-Millivolt Spike Observation,亚毫伏尖峰观测,
Coaxial Signal Path,同轴信号路径,
900mVP-P,900 mV峰峰值,
Pre-Amplifier Noise Floor,前置放大器噪声基底,
2 Inch Non-Coaxial Ground Connection,2英寸非同轴接地连接,
Measurement Site,测量点,
Waveform Presentation,波形呈现,
printed circuit traces,印刷电路走线,
dynamic magnetic fields,动态磁场,
Clamp Zener,钳位齐纳二极管,
Zener lead,齐纳二极管引线,
