source,target,tgt_lng 
1.22V reference voltage,1.22 V基准电压,
Table 366.1,表366.1,
Figure 366.3,图366.3,
12.5kHz,12.5 kHz,
2.3VP–P,2.3 V峰峰值,
triangle wave,三角波,
REF LO/REF HI Pins,REF LO/REF HI引脚,
4-Quadrant Multiplying,四象限乘法,
5V Single Supply,5 V单电源,
"Table 366.1 Binary Code Table for 4-Quadrant, Multiplying DAC Application",表366.1 四象限乘法型DAC应用的二进制码表,
BINARY DIGITAL INPUT CODE,二进制数字输入码,
ANALOG OUTPUT (VOUT),模拟输出（VOUT）,
MSB,最高有效位,
4094/4096,4094/4096,
switched capacitor filters,开关电容滤波器,
Figure 374.1,图374.1,
transducer signals,传感器信号,
DC-to-20kHz signal,直流至20 kHz信号,
Figure 374.2,图374.2,
200mV,200毫伏,
0.5 LSB,0.5最低有效位,
auto-zero circuit,自动调零电路,
Figure 373.3,图373.3,
1 LSB,1最低有效位,
Figure 211.1,图211.1,
Typical Lithium-Ion Charge Characteristics,典型锂离子充电特性,
Figure 470.4,图470.4,
0.1dB ripple Chebyshev filter,0.1 dB波纹切比雪夫滤波器,
10dB,10 dB,
version 3.0,3.0版,
Windows operating system,Windows操作系统,
LTC1563 family,LTC1563系列,
Figure 470.3,图470.3,
100kHz Bessel and Butterworth Filters,100 kHz贝塞尔和巴特沃斯滤波器,
"0.1dB, 150kHz, Chebyshev Lowpass Filter",0.1 dB、150 kHz切比雪夫低通滤波器,
DC Gain,直流增益,
100k resistor,100 kΩ电阻,
1M RSET,1 MΩ RSET电阻,
hex RS232 line receiver,六通道RS232线路接收器,
level translator,电平转换器,
hex comparator,六比较器,
power supply monitor,电源监视器,
resistive voltage divider,电阻分压器,
critical level,临界电平,
Figure 10.2,图10.2,
Figure 10.3,图10.3,
Figure 10.4,图10.4,
output voltage tracking and sequencing,输出电压跟踪与排序,
high current single VOUT,大电流单路输出,
low ripple 6A output,低纹波6 A输出,
dual converters,双路转换器,
single output capacitor,单个输出电容,
ripple currents,纹波电流,
voltage ripple,电压纹波,
4.5V to 24VIN,4.5 V至24 V输入,
3.3VOUT/6A Step-Down Converter,3.3 V输出/6 A降压型转换器,
PFI pin,PFI引脚,
power fail trigger point,掉电触发点,
VPF,VPF,
Figure 240.2,图240.2,
backup time,备用时间,
20W load,20W负载,
45 seconds,45秒,
76.6 seconds,76.6秒,
2.44V,2.44V,
Figure 240.3,图240.3,
recharge time,充电时间,
685 seconds,685秒,
600 seconds,600秒,
green initiative mandates,绿色倡议强制要求,
data centers,数据中心,
1A supercapacitor charger,1A超级电容器充电器,
automatic cell balancing,自动电池均衡,
low loss PowerPath controller,低损耗PowerPath控制器,
backup power system,备用电源系统,
storage applications,存储应用,
Figure 374.3,图374.3,
400Hz–10kHz BP Filter Amplitude Response,400 Hz–10 kHz带通滤波器幅频响应,
Figure 374.4,图374.4,
10Hz–100Hz BPF Amplitude Response,10 Hz–100 Hz带通滤波器幅频响应,
Figure 374.5,图374.5,
10Hz–1000Hz BPF Amplitude Response,10 Hz–1000 Hz带通滤波器幅频响应,
50:1 mode,50:1模式,
switched capacitor building blocks,开关电容构建模块,
LTC1064 family,LTC1064系列,
quad switched capacitor filters,四通道开关电容滤波器,
10Hz-to-100Hz filter,10 Hz至100 Hz滤波器,
L1,电感L1,
Figure 210.1,图210.1,
DRIVE,DRIVE引脚,
Richard Markell Craig Varga,理查德·马克尔·克雷格·瓦尔加,
LTC1174-3.3,LTC1174-3.3,
human body circuit model,人体电路模型,
ESD pulses,静电放电脉冲,
older interface designs,早期接口设计,
external ESD clamps,外部静电放电钳位器,
external LC filters,外部LC滤波器,
discrete transient suppressors,分立式瞬态抑制器,
connector,连接器,
return plane,返回平面,
circuit board traces,印制电路板走线,
cable shield,电缆屏蔽层,
local ground,本地地,
AC couple the grounds,交流耦合接地,
black-level input wander,黑电平输入漂移,
sync-tip compression,同步脉冲顶部压缩,
diode conduction current,二极管导通电流,
picture content,图像内容,
full fidelity,完整保真度,
DC-coupled counterpart,直流耦合对应电路,
video amplifier,视频放大器,
output saturation characteristics,输出饱和特性,
low voltage video amplifier,低压视频放大器,
logic circuitry,逻辑电路,
power converter complexity,电源转换器复杂度,
Video Offset Shift due to Picture Content with Conventional AC Coupling,常规交流耦合下因图像内容引起的视频偏移量变化,
AC-Coupled Clamped Video Amplifier Powered from 3.3V,采用3.3V供电的交流耦合钳位视频放大器,
five terminal switching regulators,五端开关稳压器,
soft start circuit,软启动电路,
15V output,15V输出,
20V to 40V input voltage change,20V至40V输入电压变化,
Tables 113.1 and 113.2,表113.1和表113.2,
component life,器件寿命,
tolerance,容差,
Figure 113.1,图113.1,
Figure 337.3,图337.3,
Figure 337.4,图337.4,
Figure 337.5,图337.5,
"Grounded, Buffered Sensor",接地式缓冲传感器,
LTC2484 Demo Board,LTC2484演示板,
LTC2484 Demo Software Screenshot Showing Microvolt Offset and 600nVRMS Noise,LTC2484演示软件截图（显示微伏级失调和600 nV RMS噪声）,
datacom,数据通信,
computer applications,计算机应用,
Figure 39.2,图39.2,
Load Transient and Current Sharing,负载瞬态响应与电流共享,
25A to 50A Load Step,25 A 至 50 A 负载阶跃,
Figure 39.3,图39.3,
Efficiency Comparison,效率比较,
VO = 1.5V,输出电压 = 1.5 V,
FSW = 400kHz,开关频率 = 400 kHz,
L = 220nH,电感 = 220 nH,
RSENSE = 1mΩ,检测电阻 = 1 mΩ,
QT = RJK0305DPB,上管 = RJK0305DPB,
QB = 2xRJK0330DPB,下管 = 2×RJK0330DPB,
LTC1929-PG,LTC1929-PG,
memory arrays,存储器阵列,
current mode DC/DC controllers,电流模式DC/DC控制器,
Schematic Diagram of a 30A Power Supply,30A电源原理图,
Jim Mahoney,吉姆·马奥尼,
SNRADC,ADC信噪比,
fSAMPLE,ADC采样率,
eN(ADC),ADC电压噪声密度,
125MHz,125兆赫,
AOPAMP,运放增益,
NFTOTAL,总输入噪声系数,
12.7dB,12.7分贝,
Table 113.1,表113.1,
E (%) AT VIN,在VIN处的效率（%）,
L (μH),电感值（μH）,
Figure 251.1,图251.1,
I2C port,I2C端口,
Mobile Phones Tx Power Control,手机发射功率控制,
300MHz to 7GHz,300 MHz 至 7 GHz,
Adjustable Gain & Starting Voltage,可调增益与起始电压,
Precision RSSI & Envelope Detection,高精度RSSI与包络检测,
Gain compression,增益压缩,
transfer characteristic,传输特性,
resistor (R1),电阻（R1）,
2.2pF capacitor (C1),2.2 pF电容（C1）,
coupling circuit,耦合电路,
850MHz to 1850MHz,850 MHz 至 1850 MHz,
LTC5509 RF input pin,LTC5509射频输入引脚,
DC blocking capacitor,隔直电容,
PoE Powered Devices,PoE受电设备,
PDs,PDs,
Chen,Chen,
Novasensor NPP301-100,Novasensor NPP301-100,
buck-boost mode driver,升降压模式驱动器,
Figure 286.3,图286.3,
CTRL analog dimming,CTRL模拟调光,
LT3756 controller,LT3756控制器,
USBSNS,USBSNS,
WALLSNS,WALLSNS,
base-emitter junction,基极-发射极结,
14 bits,14位,
analog inputs,模拟输入,
−INS,反相检测输入端,
−INF,反相反馈连接端,
Kelvin connection,开尔文连接,
4V to 100V,4 V至100 V,
shunt regulator,并联稳压器,
2-terminal Zener,两端齐纳器件,
3-terminal connection,三端连接,
Table 465.2,表465.2,
Key Specifications of the LT1236-10 Voltage Reference,LT1236-10电压基准关键规格,
Output Voltage Tolerance,输出电压容差,
LT1236A,LT1236A,
LT1236B,LT1236B,
Figure 260.3,图260.3,
hot insertion systems,热插入系统,
analog designer,模拟电路设计师,
Supply Sequencing,电源时序控制,
voltage feedback system,电压反馈系统,
Figure 18.3,图18.3,
output capacitor ESR,输出电容等效串联电阻,
input bypass capacitor ESR,输入旁路电容等效串联电阻,
10A PP square wave current pulses,10A峰峰值方波电流脉冲,
AVX-TPS series surface mount tantalum capacitors,AVX-TPS系列表面贴装钽电容器,
Sanyo OS-CON organic electrolytic capacitors,三洋OS-CON有机电解电容器,
input and output bypass duty,输入和输出旁路应用,
Figure 18.2,图18.2,
Circuit Efficiency,电路效率,
95%,95%,
Figure 18.3 • Transient Response: 0A to 5A Load Step Imposed on Figure 18.1’s Output,图18.3 • 瞬态响应：在图18.1输出端施加0A至5A负载阶跃,
Competitor’s Supply Splitter Load Transient,竞品供电分配器负载瞬态,
Figure 170.3,图170.3,
LT1118-2.5 Load Transient Response,LT1118-2.5负载瞬态响应,
low feedback resistance video amplifiers,低反馈电阻视频放大器,
1μF capacitor,1微法电容,
3Ω,3欧姆,
LT1118 family of regulators,LT1118系列稳压器,
800mA,800毫安,
400mA,400毫安,
supply splitter applications,供电分配器应用,
5μs,5微秒,
load transient settling characteristics,负载瞬态稳定特性,
VTTR VTT reference output,VTTR VTT参考输出,
DDR memory power supplies,DDR存储器电源,
controlled on-time architecture,受控导通时间架构,
DTR Connection for Load Transient Detection,用于负载瞬态检测的DTR连接,
Load Release Comparison,负载释放对比,
DRVCC,DRVCC,
LTC3900,LTC3900,
Figure 3.1,图3.1,
Figure 3.2,图3.2,
loop filter,环路滤波器,
1st or 2nd order lowpass passive or active RC filter,一阶或二阶低通无源/有源RC滤波器,
8Hz 5th Order Butterworth Lowpass Filter,8 Hz五阶巴特沃斯低通滤波器,
SO-8 dual MOSFET,SO-8双MOSFET,
2.2μH/6A inductor,2.2微亨/6安培电感器,
COUT2,COUT2,
470μF capacitor,470微法电容器,
RMS current,均方根电流,
LTC1702/LTC1703 Switching Architecture,LTC1702/LTC1703开关架构,
Figure 89.3,图89.3,
0A to 10A Transient Response,0安至10安瞬态响应,
Side 1,第1侧,
Figure 89.4,图89.4,
0A to 3A Transient Response,0安至3安瞬态响应,
Side 2,第2侧,
28W converter,28瓦转换器,
Vpp supply,Vpp电源,
memory chip,存储芯片,
transmission line,传输线,
termination characteristics,端接特性,
LTC Application Note 31,LTC应用笔记31,
Linear Circuits for Digital Systems,数字系统的线性电路,
LTC Demo Manual DC019,LTC演示手册DC019,
Flash EPROM Vpp Pulse,闪存EPROM Vpp脉冲,
Figure 425.1,图425.1,
Nesscap,Nesscap,
ESHSR-0003C0-002R7,ESHSR-0003C0-002R7,
Figure 239.2,图239.2,
Figure 44.2,图44.2,
Soft-Start Both Bucks into Standby,双Buck软启动进入待机模式,
OUT1,输出1,
OUT2,输出2,
Figure 44.3,图44.3,
Reprogram Buck 2 from Active to Standby with No Crosstalk on Buck 1 Output,将Buck 2从激活状态重新编程为待机状态，且Buck 1输出无串扰,
Figure 44.4,图44.4,
"Buck 1 Active, Buck 2 Soft-Start to Standby",Buck 1激活，Buck 2软启动至待机,
No Crosstalk on Buck 1 Output,Buck 1输出无串扰,
Figure 44.5,图44.5,
"Buck 1 Active to Shutdown, Buck 2 Standby",Buck 1从激活转为关断，Buck 2待机,
Note PGOOD Falls as It Is Tied to OUT1,注：PGOOD因连接至OUT1而下降,
No Crosstalk on Buck 2 Output,Buck 2输出无串扰,
A1 amplifier,A1放大器,
LT1004 reference,LT1004基准源,
Figure 203.1,图203.1,
300kHz switching frequency,300 kHz开关频率,
10μH inductors,10 μH电感器,
Smart Batteries,智能电池,
blade servers,刀片服务器,
Figure 305.1,图305.1,
Figure 71.4,图71.4,
Figure 71.5,图71.5,
Figure 71.3,图71.3,
hysteretic feedback loop,滞环反馈回路,
linear feedback loop,线性反馈回路,
comparator hysteresis,比较器滞环,
feed-forward capacitor C3,前馈电容C3,
No-Load ICC vs Input Voltage for Low IQ Mode,低静态电流模式下空载ICC与输入电压关系,
Figure 230.6,图230.6,
Typical Output Ripple Using 1nF Feed Forward Capacitor,使用1nF前馈电容的典型输出纹波,
Bessel approximation,贝塞尔逼近,
lowpass Bessel filter,低通贝塞尔滤波器,
FCAD’s Quick Design/Implement,FCAD快速设计/实现,
Figure 262.4,图262.4,
Figure 262.2,图262.2,
Figure 262.3,图262.3,
op amp VOS,运算放大器输入失调电压,
2-Quadrant Multiplication,双象限乘法,
±10V Input and Output Ranges,±10 V输入输出范围,
−10V Reference,−10 V基准电压,
0V to 10V Unipolar Output,0 V至10 V单极性输出,
0.25LSB Typ,0.25 LSB（典型值）,
1LSB Specification,1 LSB指标,
Operating Temperature Range 0°C to 50°C,工作温度范围0°C至50°C,
Output Voltage (±0.15V DC),输出电压（±0.15V直流）,
Max Output Current at VIN = 4.5V DC,VIN = 4.5V直流时的最大输出电流,
Max Output Current at VIN = 40.0V DC,VIN = 40.0V直流时的最大输出电流,
Typical Output Ripple at IOUT = 2.5A DC,IOUT = 2.5A直流时的典型输出纹波,
ride-through run time,保持运行时间,
supercapacitor-based power ride-through system,基于超级电容器的电源保持系统,
Power Ride-Through Application Results without Boost Circuit,无升压电路的电源保持应用结果,
Power Ride-Through Application Results with Boost Circuit Enabled,启用升压电路的电源保持应用结果,
programmable I/O bit,可编程I/O位,
Quantization error,量化误差,
initial accuracy,初始精度,
calibration reference,校准基准,
channel to channel variation,通道间差异,
variation with temperature,温度漂移,
hysteresis effects,迟滞效应,
soldering process,焊接工艺,
operating time,工作时间,
LTC6802IG-2,LTC6802IG-2,
24-bit ADC,24位模数转换器,
Figure 345.1,图345.1,
50:1,50:1,
25:1,25:1,
Table 475.3,表475.3,
Table 475.2,表475.2,
14kHz,14 kHz,
Figure 196.3,图196.3,
Figure 196.2,图196.2,
NTC monitoring circuit,NTC监测电路,
linear thermistor kit,线性热敏电阻套件,
2-terminal current output thermometer,双端电流输出温度计,
Sprague,斯普拉格,
